Id,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
18998,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Via_Spiga_Women_s_Chic_Wool_Walking_Coat_with_Gold_Hardware_small_1ec431.jpg/,404,Not Found,18,160,369
18999,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Viva_Labs_1_Organic_Extra_Virgin_Coconut_Oil_big_b37655.jpg/,404,Not Found,20,160,352
19000,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Willow_Tree_Angel_of_Friendship_big_1b0008.jpg/,404,Not Found,11,160,339
19001,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Wilson_Tour_Slam_Adult_Strung_Tennis_Racket_small_16f62a.jpg/,404,Not Found,11,160,353
19002,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Yamaha_YPG_235_76_key_Portable_Grand_Graded_Action_USB_Keyboard_big_70725f.jpg/,404,Not Found,10,160,371
19003,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Yukon_Gear_Long_Sleeve_Mock_T_shirt_big_af43a5.jpg/,404,Not Found,8,160,343
19004,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Yamaha_YRS24B_Soprano_Recorder_big_4b9166.jpg/,404,Not Found,11,160,338
19005,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Xyron_XRN510_Creative_Station_Multi_Use_Crafting_Machine_with_Pe_small_9d15bb.jpg/,404,Not Found,18,160,374
19006,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Yamaha_YRS24B_Soprano_Recorder_small_b60375.jpg/,404,Not Found,13,160,340
19007,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Yamaha_YPG_235_76_key_Portable_Grand_Graded_Action_USB_Keyboard_small_c10386.jpg/,404,Not Found,15,160,373
19008,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Vita_Coco_Coconut_Water_big_5ffe53.jpg/,404,Not Found,41,160,331
19009,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Wilson_Harmonized_Golf_Wedge_big_11edb0.jpg/,404,Not Found,29,160,336
19010,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Weber_1351001_One_Touch_Gold_Kettle_Grill_22_5_Inch_Black_big_55b831.jpg/,404,Not Found,36,160,365
19011,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Via_Spiga_Women_s_Chic_Wool_Walking_Coat_with_Gold_Hardware_big_67bf9a.jpg/,404,Not Found,47,160,367
19012,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Voit_World_Cup_Soccer_Ball_Spain_Size_5_big_bfa51f.jpg/,404,Not Found,43,160,347
19013,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Wilson_Tour_Slam_Adult_Strung_Tennis_Racket_big_c08a2f.jpg/,404,Not Found,29,160,351
19014,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Voit_World_Cup_Soccer_Ball_Spain_Size_5_small_ca0177.jpg/,404,Not Found,45,160,349
19015,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Xyron_XRN510_Creative_Station_Multi_Use_Crafting_Machine_with_Pe_big_ed1eb5.jpg/,404,Not Found,28,160,372
19016,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Wilson_Harmonized_Golf_Wedge_small_25a79a.jpg/,404,Not Found,37,160,338
19017,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Wilson_Soft_Play_Outdoor_Volleyball_big_1fc4c4.jpg/,404,Not Found,35,160,343
19018,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Vega_One_All_in_One_Nutritional_Shake_French_Vanilla_big_95bfca.jpg/,404,Not Found,64,160,360
19019,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Yukon_Gear_Long_Sleeve_Mock_T_shirt_small_5d4da6.jpg/,404,Not Found,25,160,345
19020,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Under_Armour_Mens_HeatGear_Sonic_Compression_Short_Sleeve_small_7c3d54.jpg/,404,Not Found,67,160,367
19021,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/U_S_Polo_Assn_Boy_s_Classic_Fleece_Hooded_Jacket_with_Sherpa_Lin_big_75aa2f.jpg/,404,Not Found,74,160,372
19022,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Weber_1351001_One_Touch_Gold_Kettle_Grill_22_5_Inch_Black_small_6fe6d7.jpg/,404,Not Found,49,160,367
19023,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Under_Armour_Mens_HeatGear_Sonic_Compression_Short_Sleeve_big_7e9212.jpg/,404,Not Found,72,160,365
19024,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Viva_Labs_1_Organic_Extra_Virgin_Coconut_Oil_small_c5912d.jpg/,404,Not Found,58,160,354
19025,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Willow_Tree_Angel_of_Friendship_small_edc9df.jpg/,404,Not Found,50,160,341
19026,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/VTech_Communications_Safe_and_Sound_2_Camera_Video_and_Audio_Bab_small_3baa6b.jpg/,404,Not Found,54,160,374
19027,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Vega_XTA_Half_Helmet_Flat_Black_Large__big_df0691.jpg/,404,Not Found,68,160,346
19028,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Trail_Gator_Bicycle_Tow_Bar_in_Black_Red_or_Blue_small_52bcb2.jpg/,404,Not Found,83,160,358
19029,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Vega_X888_Full_Face_Helmet_Gloss_Black_XX_Large__small_c0ed53.jpg/,404,Not Found,72,160,358
19030,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Wilson_Soft_Play_Outdoor_Volleyball_small_2ebe07.jpg/,404,Not Found,50,160,345
19031,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/products_pictures/Vega_X888_Full_Face_Helmet_Gloss_Black_XX_Large__big_c875e5.jpg/,404,Not Found,76,160,356
19032,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/review,404,Not Found,85,331,69162
19033,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/robots.txt/,404,Not Found,6,160,285
19034,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,POST,http://localhost:9999/review/send/,400,Bad Request,70,354,69134
19035,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/review/,404,Not Found,114,331,69162
19036,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:47 ICT 2020,GET,http://localhost:9999/review/send/,405,Method Not Allowed,159,349,69152
19037,Tue Dec 08 15:06:47 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/search,200,OK,197,347,86962
19038,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/sitemap.xml/,404,Not Found,47,389,21841
19039,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/user,404,Not Found,99,331,69162
19040,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/search/,200,OK,171,347,86962
19041,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/twitter/,200,OK,226,330,178
19042,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/search/,200,OK,268,347,86962
19043,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/search/page/,404,Not Found,341,331,69160
19044,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/search/,200,OK,362,347,86962
19045,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/wishlist/,200,OK,475,348,168405
19046,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/wishlist,200,OK,711,348,168405
19047,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/user/password/,200,OK,809,347,70006
19048,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:49 ICT 2020,POST,http://localhost:9999/user/password/,503,Service Temporarily Unavailable,1098,399,35
19049,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:49 ICT 2020,GET,http://localhost:9999/user/terms/,200,OK,1201,347,72538
19050,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:50 ICT 2020,GET,http://localhost:9999/user/,404,Not Found,1948,331,69162
19051,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/user/login/,200,OK,306,347,72074
19052,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:50 ICT 2020,GET,http://localhost:9999/wishlist/view,404,Not Found,1594,331,69124
19053,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:51 ICT 2020,GET,http://localhost:9999/wishlist/,200,OK,2783,348,168925
19054,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:48 ICT 2020,GET,http://localhost:9999/user/login/,200,OK,785,347,72074
19055,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:49 ICT 2020,GET,http://localhost:9999/user/register/,200,OK,1168,347,72074
19056,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:49 ICT 2020,GET,http://localhost:9999/user/logout/,200,OK,1430,348,118570
19057,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:49 ICT 2020,POST,http://localhost:9999/user/login/,200,OK,1656,347,72074
19058,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:49 ICT 2020,POST,http://localhost:9999/user/login/,200,OK,1729,347,72074
19059,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:49 ICT 2020,POST,http://localhost:9999/user/register/,200,OK,1800,347,72074
19060,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:50 ICT 2020,POST,http://localhost:9999/wishlist/new/,200,OK,1418,348,168925
19061,Tue Dec 08 15:06:48 ICT 2020,Tue Dec 08 15:06:50 ICT 2020,GET,http://localhost:9999/wishlist/new/,200,OK,1493,348,168925
19062,Tue Dec 08 15:06:50 ICT 2020,Tue Dec 08 15:06:53 ICT 2020,GET,http://localhost:9999/wishlist/view/'%20+%20data%5Bi%5D.wishLists%5Bj%5D.id%20+%20'/,404,Not Found,3329,331,69124
19063,Tue Dec 08 15:06:50 ICT 2020,Tue Dec 08 15:06:53 ICT 2020,GET,http://localhost:9999/wishlist/view/,404,Not Found,3377,331,69124
19064,Tue Dec 08 15:06:50 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/wishlist/,200,OK,3602,348,168925
19065,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/%22%0D%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20pageHost%20%20%20%22www.adobe.com,404,Not Found,56,331,69124
19066,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/%22%0D%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20pageHost%20%20%20%22www.adobe.com/images,404,Not Found,63,331,69124
19067,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/%22%0D%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20pageHost%20%20%20%22www.adobe.com/images/shared,404,Not Found,46,331,69124
19068,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/%22%0D%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20pageHost%20%20%20%22www.adobe.com/images/shared/download_buttons,404,Not Found,48,331,69124
19069,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/account,200,OK,36,347,72074
19070,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/account/help_articles?page=YqATGqxwaaPPRQKIpTeDjfFVeSqloljtkIemcvjcTjtEEHHFEsvdEIVWnGorZtmOxTxytfvmpkAXvKQWbeAdrEXqegyGpQWAUKFlqxNbCMKoheZiCSlfyoWGXApDWVhQEDGNrUbttBlUhPLNtdFlcVZpeVgVhQZIJWNXavdZyDenJMYTbrwgRyEJXeREdAlLPOHyNIMlkacygbCBbBJIgSIPHryCgRbcHLDujKdljCYlgvPrQZuVsLjVLjkkMvRtgpSRZIlYuEoUXURqFoxdtGHBRkFOLqhOuLSYSlQsAuQunAyLpYksdELSlDHYWuvpcpEsjmutEINuWOAFpwFwGlYHqLWtZsnBAedxAcnakYNswDOEHSGynBWjOhFxdGapAFIWcbVgvgSwgRftdWZkySZkqYFNxsObltiaOVGFlHttsBObZpwwXLQkOgqCLfMjqVITBhrWsoWRXxCSerUPuwKuLjeySpLTSlseVJrncvXKpkRcBgrHBpdrTrQepiFMNkgkAcnGsCUYceEjHshFlCkAjHHOanWeRraNTbJTYitbspVBErVfayRUHnXWMkwMjYSxuCDAfmYJxajZRQPlibLFtoVCmQIQvUYvkHlKrFdSdccQfhrTlGtyQywqFYxOTxrEDJUDLYjKrFXXXGssapJLucKesrDfsULfDgBBjeKGjrlaDLUVJmCLBWajMnSuiihRoDBGvHawZmscncSbQqRvabNcTElWuPYNkOFUtPXRUhAUKOjxXZGDwcmBQCxKpmJSsjWrTgsMRcYPvNtLYgtHiVnVpkOfqdqMpNoxBvxQQoLrdeGDOpRulugUrIClPiZcKACFTBmEWRvdLmcUoTwNQZjUiNqLOlnlxpPGsteddYtdiFJHypPpwERCGPSRmAVWhlHYafLEWalAOgxAqrswhmMSBrWuhAmfqKNWcRWuumKXbESXDfBrJsDOmSZcyRNUeTqyjJSxhjlEPUDnHoPirEaSkhZdXgsGrxJlOdqhUdFeneugtwbbGgVDeXqJPhWjjwxEesucDthLlueaWTGFVZTiMSNVQqSIPEfTGAGbicIooRmRCSykudHrMPGIuytnpyElcKAIsOMiXEXCALCFIkgdaurYiVwRmcmTEMyWMCLxdZTqVBHIQvlkwPtcuZjBNGxdUmhhbxsjnOUCHkiMQrUxlNjhumxjZAYPvOoQWDCJIXurBIKoLWTktIBMjNUSHGZGlqVlJqxRmcaLapsGpZlVERAEKVevYtJeWtkrkhiyiKxFNLmyUTFceXRPemCjUYCgkfWAypdfHkcLZvKdmqeLRZsvKjYYhwpCFVrTsMCREeVtIewfqZYALcWMxemjhENRDOehgBwaktsClNMUiFVlyOSJpIYRebAZabbKxZqFVXyWDpgRKToApgWmLagBbIQdbtbKoHQbPaUPyGlRNtaAbxCNrQXSQGyQKAGjPRCvnfopCCtguecANlegeOyrCUytXjAZRPfiUMKGomMbHOEdoaNJmICyvhLiftSAhvqDuEMjlSkYfpskQUvcyEdMwODltEIUDLyeXNpYqIkIVajeYCDKPKYRUaDJjmKyyjtKqXtZwjjUHEePjixwIuZDEWCmGWakjBIxrKSQeNTODXjTKNhwQCxEjmRGxPtaeEOVCjmUJeJjXtcejoigsheoXGEAJWvDtVgDUlUqugPyMxNBUvHYMnWVRnZrXhLUVgoThsJtIqgpAaNOGvOgIttxrZQOFvAirdKrYGLvWiWfxxgyPVpprbYYtpJMvFiXYSKPQkpPAmJthjTQwbkKuoxwbDApJopLIBEHdufSJnUGioGiHvFWlKkqwZQVMZVUayKhLOAuXTRZFDGMLSPQJFdtPLPxayQeCOOeSqcdTOiiMtBLOSOiABSvGTpvereisFYPHGjyXPNnwxroqKhWajdyIsowndeoLEFtyxmJycNpZjbyjJADokeaxZVQrAZekMjxrbwvXlXitgMLATpOHSStFQOchVEluPPKmhTVTDTHXaAjTkIDwDLeNcYKmOXScclcrepShudlunySZVtDdskcUUmqDqXXhUfHgpVOAUbliEbPcQnkLfmsvFrjagosMoNbjYMG,404,Not Found,63,331,69124
19071,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/account/profile,404,Not Found,99,331,69166
19072,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/account/documents?page=VDZWmvDEAYRmpJALHCSTjptFZVHAjiQnnOEwQwVDeTJUFQdpXTYZGdSKtmSVdUDKLlfnfVjSWLJQguKNhgmyrZbXxeJQdfirUbJHtSCZsHDIjClHmaYSjXZKJGKWdZGGWaJXAhEvAQJfhdIJhBZSLZfBmpmFvRDaBJZksKWhCFCNmAiqADelosfJKTxumXNJyqXbsSqimxmpDXJMIRbZCCubsFruEZRYLhcTyKpFBBwlnZrerLUOqImpffbVYUjxccoWTFlWvKDmScSPraFEBRxigGBFWsuXqkrXVopOFeokDcYnqCdBuaRLsKHxtaWIqhXcsrDThktdAayZMlacvXjMQvxWZGoKfnMTEvxfDIwMCPcCXMLBZOTpRGibpyuUpUJrRfwlkROGGTXpigwpvmxhDsZamGiCrHiViAsqgXgtUwUqKVpYvIRyLugvVNeKQamcLEwvNmjckxyPZJVgWIVprQHIhaCXSEslQIuIXRvMCfxKlmPQntPLunghXKIcgwlZCiuSXkgvpQdCOorMuSkKkdUClODQsquVCBcYYyJVWvruTpdQcBckCsSXXkIuBtPEnsuwadHNqeaMiiXswjjrePvxpEaSCheMXkiCcBPkHmXsvoypWmwAfaukAcPVYcipTsaXqHhkRjBxQlUNMPGUBmxawOHvRNOGAaqqeqbIeLGyPhZQrWDKHNcsoLVSlnXHbCKgfxTRhbLstvTbTffXJWYyyoKvQSKHXiPmWfyFEOdgPBlehhdYyCFOMYxApKeGBpBHqKCIncVxVGoUADLYWiDJhXimTtynKkAnsPPHkxbiOuGQnkmVmHOCuoMxbUaMPSABfjilCsJaNwaUWUobEgCbyoBvNtnxybPHxclWrSmZQQrihfPbeHRrQygJCufcotCGIcBjXhWLkoSXGxGtiwHQPgLfsEXfSIuvZxGufBYKJTfxEXtIMGqsVthiLDNiELmBiXvtyvVXqhIkIEPNSLwuVMqZCGFBdPFPedgmqryJUSVMONFjLpCtaGMTRxmYsfLwKplmjxQHXDJMhOUIZBxMOWRnWcwvcmJCmFJHQWDEwpnkBFJvZPgPnWReuJCXcUWanmIUjRGnkhwxStHpwrsHUyBLjrclfwqnwvHJVIMKDQhXgYVHCenGLOtTAbmAHhNeJrEDTguPlkLbpaPEyxmkLumvpFEGEqHxMnMcPMwUsIywEtrPGfPgCmpttQpfcGTYTyxwbAlNbNRZBFAjdpbxMUbxLNtDwDoZTuEUGPKStoGufenlkZtjsINSyIyTMUQEtAIKKLpfldxFfFVRWsslqFjfIobsLRqXbNMRLwDslKfoyYhFBRuiTdwYWgDwISZQcXtNyeKtAqrByBndiEVOqHMpNufjkaXmNyFhhUHPEkJyUrBtNbSxfxxVKAgtFjHYtxKnSHsvgYECRhRqpxCMfcLLTYnWJdeiVxNvcXxSwBKLZIHpoXabIYdCcpCLfoExaUWYdbrUWUDRCGqVIrAqAWMHhgmkEdwboaFDJhhKkoycvZSCeUgAiPmZZHmiCeXTNWLOBMSxOSYcdAgWFmwIYnDBDRbaKZrbdMxPoOtJOwJafhsjEHOYUjcBebyEvudCEnjKUceCOmwguIJQggDAplYywnYOsMXRkvtcFvVTWwrxfWTfQvqXsHfVFGFAsCjJoGjtPZHPkngfgKMGNQULAMHeSsdJNPVIFlDuNqyibrcuGKddCSohFyiXMsTFNVlNRJHMNMQcCSeGsxjWcmlxcZBODBJTVUABElRZdfFjireDoKplponVEUabPPnaBRLSZbRbRpkkluVASWPrXWYQtDXafdHyxaqCLZBiMyNfKVQLUIshudkqtFHFvEMWFWSXcSBTexRtVwDjZFeLpNiXPFBfBoDIRALCcIsMaqPUoEXKyswivlXErHYpjPfTXPSigoyGcmIqdTfQFRflDWmQGfcvsEcqHHdwhmIdwHduOnGVpLTvGjfHVfUTKaGboHGhIMjOAXgZYZtqUdaZKpALMjHYMGPIIscguyTdxsjPApwQJSMNQatoHieQDLgquuCOJccVdiMODqXQqjxRBNXRZFdenhIxJOinkEQsFtlmaPrA,200,OK,136,347,75361
19073,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,POST,http://localhost:9999/bestprice,400,Bad Request,107,354,69134
19074,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/cart,302,Found,148,345,0
19075,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,POST,http://localhost:9999/bestprice,400,Bad Request,59,354,69134
19076,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/category,404,Not Found,142,331,69162
19077,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/css,301,Moved Permanently,10,210,314
19078,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/css/nivo-themes,301,Moved Permanently,5,234,338
19079,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/css/nivo-themes/bar,301,Moved Permanently,5,242,346
19080,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/css/nivo-themes/light,301,Moved Permanently,4,246,350
19081,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/font-awesome,301,Moved Permanently,6,228,332
19082,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,GET,http://localhost:9999/font-awesome/css,301,Moved Permanently,5,236,340
19083,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:55 ICT 2020,GET,http://localhost:9999/helpdesk,301,Moved Permanently,4,211,315
19084,Tue Dec 08 15:06:55 ICT 2020,Tue Dec 08 15:06:55 ICT 2020,GET,http://localhost:9999/images,301,Moved Permanently,4,216,320
19085,Tue Dec 08 15:06:55 ICT 2020,Tue Dec 08 15:06:55 ICT 2020,GET,http://localhost:9999/js,301,Moved Permanently,5,208,312
19086,Tue Dec 08 15:06:55 ICT 2020,Tue Dec 08 15:06:55 ICT 2020,GET,http://localhost:9999/js/amf,301,Moved Permanently,5,216,320
19087,Tue Dec 08 15:06:54 ICT 2020,Tue Dec 08 15:06:54 ICT 2020,POST,http://localhost:9999/cart/add,200,OK,93,348,452735
